id,Year,Sport,Discipline,,Country,Gender,Event,Medal,Athlete,City
1,1896,Aquatics,Swimming,,HUN,Men,100M Freestyle,Gold,"HAJOS, Alfred",Athens
2,1896,Aquatics,Swimming,,AUT,Men,100M Freestyle,Silver,"HERSCHMANN, Otto",Athens
3,1896,Aquatics,Swimming,,GRE,Men,100M Freestyle For Sailors,Bronze,"DRIVAS, Dimitrios",Athens
4,1896,Aquatics,Swimming,,GRE,Men,100M Freestyle For Sailors,Gold,"MALOKINIS, Ioannis",Athens
5,1896,Aquatics,Swimming,,GRE,Men,100M Freestyle For Sailors,Silver,"CHASAPIS, Spiridon",Athens
6,1896,Aquatics,Swimming,,GRE,Men,1200M Freestyle,Bronze,"CHOROPHAS, Efstathios",Athens
7,1896,Aquatics,Swimming,,HUN,Men,1200M Freestyle,Gold,"HAJOS, Alfred",Athens
8,1896,Aquatics,Swimming,,GRE,Men,1200M Freestyle,Silver,"ANDREOU, Joannis",Athens
9,1896,Aquatics,Swimming,,GRE,Men,400M Freestyle,Bronze,"CHOROPHAS, Efstathios",Athens
10,1896,Aquatics,Swimming,,AUT,Men,400M Freestyle,Gold,"NEUMANN, Paul",Athens
11,1896,Aquatics,Swimming,,GRE,Men,400M Freestyle,Silver,"PEPANOS, Antonios",Athens
12,1896,Athletics,Athletics,,USA,Men,100M,Bronze,"LANE, Francis",Athens
13,1896,Athletics,Athletics,,HUN,Men,100M,Bronze,"SZOKOLYI, Alajos",Athens
14,1896,Athletics,Athletics,,USA,Men,100M,Gold,"BURKE, Thomas",Athens
15,1896,Athletics,Athletics,,GER,Men,100M,Silver,"HOFMANN, Fritz",Athens
16,1896,Athletics,Athletics,,USA,Men,110M Hurdles,Gold,"CURTIS, Thomas",Athens
17,1896,Athletics,Athletics,,GBR,Men,110M Hurdles,Silver,"GOULDING, Grantley",Athens
18,1896,Athletics,Athletics,,FRA,Men,1500M,Bronze,"LERMUSIAUX, Albin",Athens
19,1896,Athletics,Athletics,,AUS,Men,1500M,Gold,"FLACK, Edwin",Athens
20,1896,Athletics,Athletics,,USA,Men,1500M,Silver,"BLAKE, Arthur",Athens
21,1896,Athletics,Athletics,,GBR,Men,400M,Bronze,"GMELIN, Charles",Athens
22,1896,Athletics,Athletics,,USA,Men,400M,Gold,"BURKE, Thomas",Athens
23,1896,Athletics,Athletics,,USA,Men,400M,Silver,"JAMISON, Herbert",Athens
24,1896,Athletics,Athletics,,GRE,Men,800M,Bronze,"GOLEMIS, Dimitrios",Athens
25,1896,Athletics,Athletics,,AUS,Men,800M,Gold,"FLACK, Edwin",Athens
26,1896,Athletics,Athletics,,HUN,Men,800M,Silver,"DANI, Nandor",Athens
27,1896,Athletics,Athletics,,GRE,Men,Discus Throw,Bronze,"VERSIS, Sotirios",Athens
28,1896,Athletics,Athletics,,USA,Men,Discus Throw,Gold,"GARRETT, Robert",Athens
29,1896,Athletics,Athletics,,GRE,Men,Discus Throw,Silver,"PARASKEVOPOULOS, Panagiotis",Athens
30,1896,Athletics,Athletics,,USA,Men,High Jump,Gold,"CLARK, Ellery",Athens
31,1896,Athletics,Athletics,,USA,Men,High Jump,Silver,"CONNOLLY, James",Athens
32,1896,Athletics,Athletics,,USA,Men,High Jump,Silver,"GARRETT, Robert",Athens
33,1896,Athletics,Athletics,,USA,Men,Long Jump,Bronze,"CONNOLLY, James",Athens
34,1896,Athletics,Athletics,,USA,Men,Long Jump,Gold,"CLARK, Ellery",Athens
35,1896,Athletics,Athletics,,USA,Men,Long Jump,Silver,"GARRETT, Robert",Athens
36,1896,Athletics,Athletics,,HUN,Men,Marathon,Bronze,"KELLNER, Gyula",Athens
37,1896,Athletics,Athletics,,GRE,Men,Marathon,Gold,"LOUIS, Spyridon",Athens
38,1896,Athletics,Athletics,,GRE,Men,Marathon,Silver,"VASILAKOS, Kharilaos",Athens
39,1896,Athletics,Athletics,,GRE,Men,Pole Vault,Bronze,"DAMASKOS, Evangelos",Athens
40,1896,Athletics,Athletics,,GRE,Men,Pole Vault,Bronze,"THEODOROPOULOS, Ioannis",Athens
41,1896,Athletics,Athletics,,USA,Men,Pole Vault,Gold,"HOYT, William Welles",Athens
42,1896,Athletics,Athletics,,USA,Men,Pole Vault,Silver,"TYLER, Albert",Athens
43,1896,Athletics,Athletics,,GRE,Men,Shot Put,Bronze,"PAPASIDERIS, Georgios",Athens
44,1896,Athletics,Athletics,,USA,Men,Shot Put,Gold,"GARRETT, Robert",Athens
45,1896,Athletics,Athletics,,GRE,Men,Shot Put,Silver,"GOUSKOS, Miltiadis",Athens
46,1896,Athletics,Athletics,,GRE,Men,Triple Jump,Bronze,"PERSAKIS, Ioannis",Athens
47,1896,Athletics,Athletics,,USA,Men,Triple Jump,Gold,"CONNOLLY, James",Athens
48,1896,Athletics,Athletics,,FRA,Men,Triple Jump,Silver,"TUFFERI, Alexandre",Athens
49,1896,Cycling,Cycling Road,,GBR,Men,Individual Road Race,Bronze,"BATTEL, Edward",Athens
50,1896,Cycling,Cycling Road,,GRE,Men,Individual Road Race,Gold,"KONSTANTINIDIS, Aristidis",Athens
51,1896,Cycling,Cycling Road,,GER,Men,Individual Road Race,Silver,"GOEDRICH, August",Athens
52,1896,Cycling,Cycling Track,,FRA,Men,100KM,Gold,"FLAMENG, Léon",Athens
53,1896,Cycling,Cycling Track,,GRE,Men,100KM,Silver,"KOLETTIS, Georgios",Athens
54,1896,Cycling,Cycling Track,,AUT,Men,10KM,Bronze,"SCHMAL, Adolf",Athens
55,1896,Cycling,Cycling Track,,FRA,Men,10KM,Gold,"MASSON, Paul",Athens
56,1896,Cycling,Cycling Track,,FRA,Men,10KM,Silver,"FLAMENG, Léon",Athens
57,1896,Cycling,Cycling Track,,AUT,Men,12-Hour Race,Gold,"SCHMAL, Adolf",Athens
58,1896,Cycling,Cycling Track,,GBR,Men,12-Hour Race,Silver,"KEEPING, Frank",Athens
59,1896,Cycling,Cycling Track,,AUT,Men,1KM Time Trial,Bronze,"SCHMAL, Adolf",Athens
60,1896,Cycling,Cycling Track,,FRA,Men,1KM Time Trial,Gold,"MASSON, Paul",Athens
61,1896,Cycling,Cycling Track,,GRE,Men,1KM Time Trial,Silver,"NIKOLOPOULOS, Stamatios",Athens
62,1896,Cycling,Cycling Track,,FRA,Men,Sprint Indivual,Bronze,"FLAMENG, Léon",Athens
63,1896,Cycling,Cycling Track,,FRA,Men,Sprint Indivual,Gold,"MASSON, Paul",Athens
64,1896,Cycling,Cycling Track,,GRE,Men,Sprint Indivual,Silver,"NIKOLOPOULOS, Stamatios",Athens
65,1896,Fencing,Fencing,,GRE,Men,Foil Individual,Bronze,"PIERRAKOS-MAVROMICHALIS, Perikles",Athens
66,1896,Fencing,Fencing,,FRA,Men,Foil Individual,Gold,"GRAVELOTTE, Eugène-Henri",Athens
67,1896,Fencing,Fencing,,FRA,Men,Foil Individual,Silver,"CALLOT, Henri",Athens
68,1896,Fencing,Fencing,,GRE,Men,"Foil, Masters",Gold,"PYRGOS, Leonidas",Athens
69,1896,Fencing,Fencing,,FRA,Men,"Foil, Masters",Silver,"PERRONNET, Maurice",Athens
70,1896,Fencing,Fencing,,DEN,Men,Sabre Individual,Bronze,"NIELSEN, Holger",Athens
71,1896,Fencing,Fencing,,GRE,Men,Sabre Individual,Gold,"GEORGIADIS, Ioannis",Athens
72,1896,Fencing,Fencing,,GRE,Men,Sabre Individual,Silver,"KARAKALOS, Telemachos",Athens
73,1896,Gymnastics,Artistic G.,,GER,Men,Horizontal Bar,Gold,"WEINGÄRTNER, Hermann",Athens
74,1896,Gymnastics,Artistic G.,,GER,Men,Horizontal Bar,Silver,"FLATOW, Alfred",Athens
75,1896,Gymnastics,Artistic G.,,GER,Men,Parallel Bars,Gold,"FLATOW, Alfred",Athens
76,1896,Gymnastics,Artistic G.,,SUI,Men,Parallel Bars,Silver,"ZUTTER, Louis",Athens
77,1896,Gymnastics,Artistic G.,,SUI,Men,Pommel Horse,Gold,"ZUTTER, Louis",Athens
78,1896,Gymnastics,Artistic G.,,GER,Men,Pommel Horse,Silver,"WEINGÄRTNER, Hermann",Athens
79,1896,Gymnastics,Artistic G.,,GRE,Men,Rings,Bronze,"PERSAKIS, Petros",Athens
80,1896,Gymnastics,Artistic G.,,GRE,Men,Rings,Gold,"MITROPOULOS, Ioannis",Athens
81,1896,Gymnastics,Artistic G.,,GER,Men,Rings,Silver,"WEINGÄRTNER, Hermann",Athens
82,1896,Gymnastics,Artistic G.,,GER,Men,Rope Climbing,Bronze,"HOFMANN, Fritz",Athens
83,1896,Gymnastics,Artistic G.,,GRE,Men,Rope Climbing,Gold,"ANDRIAKOPOULOS, Nicolaos",Athens
84,1896,Gymnastics,Artistic G.,,GRE,Men,Rope Climbing,Silver,"XENAKIS, Thomasios",Athens
85,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"BÖCKER, Konrad",Athens
86,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"FLATOW, Alfred",Athens
87,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"FLATOW, Gustav Felix",Athens
88,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"HILMAR, Georg",Athens
89,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"HOFMANN, Fritz",Athens
90,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"MANTEUFFEL, Fritz",Athens
91,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"NEUKIRCH, Karl",Athens
92,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"RÖSTEL, Richard",Athens
93,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"SCHUFT, Gustav",Athens
94,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"SCHUMANN, Carl",Athens
95,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Horizontal Bar",Gold,"WEINGÄRTNER, Hermann",Athens
96,1896,Gymnastics,Artistic G.,,GRE,Men,"Team, Parallel Bars",Bronze,"CHRYSAPHIS, Ioannis",Athens
97,1896,Gymnastics,Artistic G.,,GRE,Men,"Team, Parallel Bars",Bronze,"KARVELAS, Phillippos",Athens
98,1896,Gymnastics,Artistic G.,,GRE,Men,"Team, Parallel Bars",Bronze,"LOUNDRAS, Dimitrios",Athens
99,1896,Gymnastics,Artistic G.,,GRE,Men,"Team, Parallel Bars",Bronze,"MITROPOULOS, Ioannis",Athens
100,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"BÖCKER, Konrad",Athens
101,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"FLATOW, Alfred",Athens
102,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"FLATOW, Gustav Felix",Athens
103,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"HILMAR, Georg",Athens
104,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"HOFMANN, Fritz",Athens
105,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"MANTEUFFEL, Fritz",Athens
106,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"NEUKIRCH, Karl",Athens
107,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"RÖSTEL, Richard",Athens
108,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"SCHUFT, Gustav",Athens
109,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"SCHUMANN, Carl",Athens
110,1896,Gymnastics,Artistic G.,,GER,Men,"Team, Parallel Bars",Gold,"WEINGÄRTNER, Hermann",Athens
111,1896,Gymnastics,Artistic G.,,GRE,Men,"Team, Parallel Bars",Silver,"ANDRIAKOPOULOS, Nicolaos",Athens
112,1896,Gymnastics,Artistic G.,,GRE,Men,"Team, Parallel Bars",Silver,"ATHANASOPOULOS, Spyros",Athens
113,1896,Gymnastics,Artistic G.,,GRE,Men,"Team, Parallel Bars",Silver,"PERSAKIS, Petros",Athens
114,1896,Gymnastics,Artistic G.,,GRE,Men,"Team, Parallel Bars",Silver,"XENAKIS, Thomasios",Athens
115,1896,Gymnastics,Artistic G.,,GER,Men,Vault,Bronze,"WEINGÄRTNER, Hermann",Athens
116,1896,Gymnastics,Artistic G.,,GER,Men,Vault,Gold,"SCHUMANN, Carl",Athens
117,1896,Gymnastics,Artistic G.,,SUI,Men,Vault,Silver,"ZUTTER, Louis",Athens
118,1896,Shooting,Shooting,,GRE,Men,25M Army Pistol,Bronze,"MORAKIS, Nikolaos",Athens
119,1896,Shooting,Shooting,,USA,Men,25M Army Pistol,Gold,"PAINE, John",Athens
120,1896,Shooting,Shooting,,USA,Men,25M Army Pistol,Silver,"PAINE, Sumner",Athens
121,1896,Shooting,Shooting,,DEN,Men,25M Rapid Fire Pistol (60 Shots),Bronze,"NIELSEN, Holger",Athens
122,1896,Shooting,Shooting,,GRE,Men,25M Rapid Fire Pistol (60 Shots),Gold,"PHRANGOUDIS, Joannis",Athens
123,1896,Shooting,Shooting,,GRE,Men,25M Rapid Fire Pistol (60 Shots),Silver,"ORPHANIDIS, Georgios",Athens
124,1896,Shooting,Shooting,,GRE,Men,50M Pistol (60 Shots),Bronze,"PHRANGOUDIS, Joannis",Athens
125,1896,Shooting,Shooting,,USA,Men,50M Pistol (60 Shots),Gold,"PAINE, Sumner",Athens
126,1896,Shooting,Shooting,,DEN,Men,50M Pistol (60 Shots),Silver,"NIELSEN, Holger",Athens
127,1896,Shooting,Shooting,,GRE,Men,"Army Rifle, 200M",Bronze,"TRIKUPIS, Nicolaos",Athens
128,1896,Shooting,Shooting,,GRE,Men,"Army Rifle, 200M",Gold,"KARASEVDAS, Pantelis",Athens
129,1896,Shooting,Shooting,,GRE,Men,"Army Rifle, 200M",Silver,"PAVLIDIS, Pavlos",Athens
130,1896,Shooting,Shooting,,DEN,Men,"Army Rifle, 300M",Bronze,"JENSEN, Viggo",Athens
131,1896,Shooting,Shooting,,GRE,Men,"Army Rifle, 300M",Gold,"ORPHANIDIS, Georgios",Athens
132,1896,Shooting,Shooting,,GRE,Men,"Army Rifle, 300M",Silver,"PHRANGOUDIS, Joannis",Athens
133,1896,Tennis,Tennis,,ZZX,Men,Doubles,Bronze,"FLACK, Edwin",Athens
134,1896,Tennis,Tennis,,ZZX,Men,Doubles,Bronze,"ROBERTSON, George Stuart",Athens
135,1896,Tennis,Tennis,,ZZX,Men,Doubles,Gold,"BOLAND, John",Athens
136,1896,Tennis,Tennis,,ZZX,Men,Doubles,Gold,"TRAUN, Friedrich",Athens
137,1896,Tennis,Tennis,,ZZX,Men,Doubles,Silver,"KASDAGLIS, Dionysios",Athens
138,1896,Tennis,Tennis,,ZZX,Men,Doubles,Silver,"PETROKOKKINOS, Demetrios",Athens
139,1896,Tennis,Tennis,,GRE,Men,Singles,Bronze,"PASPATIS, Konstantinos",Athens
140,1896,Tennis,Tennis,,HUN,Men,Singles,Bronze,"TAPAVICZA, Momcsillo",Athens
141,1896,Tennis,Tennis,,GBR,Men,Singles,Gold,"BOLAND, John",Athens
142,1896,Tennis,Tennis,,GRE,Men,Singles,Silver,"KASDAGLIS, Dionysios",Athens
143,1896,Weightlifting,Weightlifting,,GRE,Men,Heavyweight - One Hand Lift,Bronze,"NIKOLOPOULOS, Alexandros",Athens
144,1896,Weightlifting,Weightlifting,,GBR,Men,Heavyweight - One Hand Lift,Gold,"ELLIOTT, Launceston",Athens
145,1896,Weightlifting,Weightlifting,,DEN,Men,Heavyweight - One Hand Lift,Silver,"JENSEN, Viggo",Athens
146,1896,Weightlifting,Weightlifting,,GRE,Men,Heavyweight - Two Hand Lift,Bronze,"VERSIS, Sotirios",Athens
147,1896,Weightlifting,Weightlifting,,DEN,Men,Heavyweight - Two Hand Lift,Gold,"JENSEN, Viggo",Athens
148,1896,Weightlifting,Weightlifting,,GBR,Men,Heavyweight - Two Hand Lift,Silver,"ELLIOTT, Launceston",Athens
149,1896,Wrestling,Wrestling Gre-R,,GRE,Men,Open Event,Bronze,"CHRISTOPOULOS, Stephanos",Athens
150,1896,Wrestling,Wrestling Gre-R,,GER,Men,Open Event,Gold,"SCHUMANN, Carl",Athens
151,1896,Wrestling,Wrestling Gre-R,,GRE,Men,Open Event,Silver,"TSITAS, Georgios",Athens
152,1900,Aquatics,Swimming,,HUN,Men,1500M Freestyle,Bronze,"HALMAY, Zoltan",Paris
153,1900,Aquatics,Swimming,,GBR,Men,1500M Freestyle,Gold,"JARVIS, John Arthur",Paris
154,1900,Aquatics,Swimming,,AUT,Men,1500M Freestyle,Silver,"WAHLE, Otto",Paris
155,1900,Aquatics,Swimming,,NED,Men,200M Backstroke,Bronze,"DROST, Johannes",Paris
156,1900,Aquatics,Swimming,,GER,Men,200M Backstroke,Gold,"HOPPENBERG, Ernst",Paris
157,1900,Aquatics,Swimming,,AUT,Men,200M Backstroke,Silver,"RUBERL, Karl",Paris
158,1900,Aquatics,Swimming,,AUT,Men,200M Freestyle,Bronze,"RUBERL, Karl",Paris
159,1900,Aquatics,Swimming,,AUS,Men,200M Freestyle,Gold,"LANE, Frederick C.V.",Paris
160,1900,Aquatics,Swimming,,HUN,Men,200M Freestyle,Silver,"HALMAY, Zoltan",Paris
161,1900,Aquatics,Swimming,,GBR,Men,200M Obstacle Event,Bronze,"KEMP, Peter",Paris
162,1900,Aquatics,Swimming,,AUS,Men,200M Obstacle Event,Gold,"LANE, Frederick C.V.",Paris
163,1900,Aquatics,Swimming,,AUT,Men,200M Obstacle Event,Silver,"WAHLE, Otto",Paris
164,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Bronze,HOUBEN,Paris
165,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Bronze,"LEUILLIEUX, Jean",Paris
166,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Bronze,"MARTIN, Louis",Paris
167,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Bronze,"MERCHEZ, Désiré",Paris
168,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Bronze,TARTARA,Paris
169,1900,Aquatics,Swimming,,GER,Men,200M Team Swimming,Gold,"FREY, Julius",Paris
170,1900,Aquatics,Swimming,,GER,Men,200M Team Swimming,Gold,"HAINLE, Max",Paris
171,1900,Aquatics,Swimming,,GER,Men,200M Team Swimming,Gold,"HOPPENBERG, Ernst",Paris
172,1900,Aquatics,Swimming,,GER,Men,200M Team Swimming,Gold,"SCHÖNE, Max",Paris
173,1900,Aquatics,Swimming,,GER,Men,200M Team Swimming,Gold,"VON PETERSDORFF, Herbert",Paris
174,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Silver,BERTRAND,Paris
175,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Silver,CADET,Paris
176,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Silver,"HOCHEPIED, Maurice",Paris
177,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Silver,"HOCHEPIED, Victor",Paris
178,1900,Aquatics,Swimming,,FRA,Men,200M Team Swimming,Silver,VERBECKE,Paris
179,1900,Aquatics,Swimming,,FRA,Men,4000M Freestyle,Bronze,"MARTIN, Louis",Paris
180,1900,Aquatics,Swimming,,GBR,Men,4000M Freestyle,Gold,"JARVIS, John Arthur",Paris
181,1900,Aquatics,Swimming,,HUN,Men,4000M Freestyle,Silver,"HALMAY, Zoltan",Paris
182,1900,Aquatics,Swimming,,DEN,Men,Underwater Swimming,Bronze,"LYKKEBERG, Peder",Paris
183,1900,Aquatics,Swimming,,FRA,Men,Underwater Swimming,Gold,"DE VENDEVILLE, Charles",Paris
184,1900,Aquatics,Swimming,,FRA,Men,Underwater Swimming,Silver,"SIX, André",Paris
185,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,"BURGESS, Thomas",Paris
186,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,COULON,Paris
187,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,"DECUYPER, Alphonse",Paris
188,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,DEVENOT,Paris
189,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,FARDELLE,Paris
190,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,FAVIER,Paris
191,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,"LAUFRAY, Louis",Paris
192,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,LERICHE,Paris
193,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,"MARTIN, Louis",Paris
194,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,"MERCHEZ, Désiré",Paris
195,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,"PESLIER, Henri",Paris
196,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,PESLOY,Paris
197,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,"TREFFEL, Charles",Paris
198,1900,Aquatics,Water polo,,FRA,Men,Water Polo,Bronze,"VASSEUR, Paul",Paris
199,1900,Aquatics,Water polo,,GBR,Men,Water Polo,Gold,"COE, Thomas",Paris
200,1900,Aquatics,Water polo,,GBR,Men,Water Polo,Gold,"DERBYSHIRE, John Henry",Paris
201,1900,Aquatics,Water polo,,GBR,Men,Water Polo,Gold,"KEMP, Peter",Paris
202,1900,Aquatics,Water polo,,GBR,Men,Water Polo,Gold,"LISTER, William",Paris
203,1900,Aquatics,Water polo,,GBR,Men,Water Polo,Gold,"ROBERTSON, Arthur",Paris
204,1900,Aquatics,Water polo,,GBR,Men,Water Polo,Gold,"ROBINSON, Eric",Paris
205,1900,Aquatics,Water polo,,GBR,Men,Water Polo,Gold,"WILKINSON, George",Paris
206,1900,Aquatics,Water polo,,BEL,Men,Water Polo,Silver,"COHEN, Henri",Paris
207,1900,Aquatics,Water polo,,BEL,Men,Water Polo,Silver,"DE BACKER, Jean",Paris
208,1900,Aquatics,Water polo,,BEL,Men,Water Polo,Silver,"DE BEHR, Victor",Paris
209,1900,Aquatics,Water polo,,BEL,Men,Water Polo,Silver,"FEYAERTS, Fernand",Paris
210,1900,Aquatics,Water polo,,BEL,Men,Water Polo,Silver,"GREGOIRE, Oscar",Paris
211,1900,Aquatics,Water polo,,BEL,Men,Water Polo,Silver,"MICHANT, Albert",Paris
212,1900,Aquatics,Water polo,,BEL,Men,Water Polo,Silver,"SONNEMANS, Victor",Paris
213,1900,Archery,Archery,,FRA,Men,"Au Chapelet, 33M",Bronze,"PETIT, Charles Frédéric",Paris
214,1900,Archery,Archery,,BEL,Men,"Au Chapelet, 33M",Gold,"VAN INNIS, Hubert",Paris
215,1900,Archery,Archery,,FRA,Men,"Au Chapelet, 33M",Silver,"THIBAUD, Victor",Paris
216,1900,Archery,Archery,,FRA,Men,"Au Chapelet, 50M",Bronze,"MERCIER, Emile",Paris
217,1900,Archery,Archery,,FRA,Men,"Au Chapelet, 50M",Gold,"MOUGIN, Eugène",Paris
218,1900,Archery,Archery,,FRA,Men,"Au Chapelet, 50M",Silver,"HELLE, Henri",Paris
219,1900,Archery,Archery,,FRA,Men,"Au Cordon Doré, 33M",Bronze,"PETIT, Charles Frédéric",Paris
220,1900,Archery,Archery,,BEL,Men,"Au Cordon Doré, 33M",Gold,"VAN INNIS, Hubert",Paris
221,1900,Archery,Archery,,FRA,Men,"Au Cordon Doré, 33M",Silver,"THIBAUD, Victor",Paris
222,1900,Archery,Archery,,FRA,Men,"Au Cordon Doré, 50M",Bronze,"FISSEUX, Emile",Paris
223,1900,Archery,Archery,,FRA,Men,"Au Cordon Doré, 50M",Gold,"HEROUIN, Henri",Paris
224,1900,Archery,Archery,,BEL,Men,"Au Cordon Doré, 50M",Silver,"VAN INNIS, Hubert",Paris
225,1900,Archery,Archery,,BEL,Men,Sur La Perche À La Herse,Gold,"FOULON, Emmanuel",Paris
226,1900,Archery,Archery,,BEL,Men,Sur La Perche À La Herse,Silver,"DRUART, Jr.",Paris
227,1900,Archery,Archery,,FRA,Men,Sur La Perche À La Herse,Silver,"SERRURIER, Auguste",Paris
228,1900,Archery,Archery,,BEL,Men,Sur La Perche À La Pyramide,Bronze,"GLINEUX, Louis",Paris
229,1900,Archery,Archery,,FRA,Men,Sur La Perche À La Pyramide,Gold,"GRUMIAUX, Emile",Paris
230,1900,Archery,Archery,,FRA,Men,Sur La Perche À La Pyramide,Silver,"SERRURIER, Auguste",Paris
231,1900,Athletics,Athletics,,AUS,Men,100M,Bronze,"ROWLEY, Stanley",Paris
232,1900,Athletics,Athletics,,USA,Men,100M,Gold,"JARVIS, Francis",Paris
233,1900,Athletics,Athletics,,USA,Men,100M,Silver,"TEWKSBURY, Walter B. John",Paris
234,1900,Athletics,Athletics,,USA,Men,110M Hurdles,Bronze,"MOLONEY, Frederick",Paris
235,1900,Athletics,Athletics,,USA,Men,110M Hurdles,Gold,"KRAENZLEIN, Alvin",Paris
236,1900,Athletics,Athletics,,USA,Men,110M Hurdles,Silver,"MCLEAN, John",Paris
237,1900,Athletics,Athletics,,USA,Men,1500M,Bronze,"BRAY, John",Paris
238,1900,Athletics,Athletics,,GBR,Men,1500M,Gold,"BENNETT, Charles",Paris
239,1900,Athletics,Athletics,,FRA,Men,1500M,Silver,"DELOGE, Henri",Paris
240,1900,Athletics,Athletics,,AUS,Men,200M,Bronze,"ROWLEY, Stanley",Paris
241,1900,Athletics,Athletics,,USA,Men,200M,Gold,"TEWKSBURY, Walter B. John",Paris
242,1900,Athletics,Athletics,,IND,Men,200M,Silver,"PRITCHARD, Norman",Paris
243,1900,Athletics,Athletics,,USA,Men,200M Hurdles,Bronze,"TEWKSBURY, Walter B. John",Paris
244,1900,Athletics,Athletics,,USA,Men,200M Hurdles,Gold,"KRAENZLEIN, Alvin",Paris
245,1900,Athletics,Athletics,,IND,Men,200M Hurdles,Silver,"PRITCHARD, Norman",Paris
246,1900,Athletics,Athletics,,FRA,Men,3000M Steeplechase,Bronze,"CHASTANIE, Jacques",Paris
247,1900,Athletics,Athletics,,CAN,Men,3000M Steeplechase,Gold,"ORTON, George",Paris
248,1900,Athletics,Athletics,,GBR,Men,3000M Steeplechase,Silver,"ROBINSON, Sidney",Paris
249,1900,Athletics,Athletics,,GBR,Men,4000M Steeplechase,Bronze,"ROBINSON, Sidney",Paris
250,1900,Athletics,Athletics,,GBR,Men,4000M Steeplechase,Gold,"RIMMER, John",Paris
251,1900,Athletics,Athletics,,GBR,Men,4000M Steeplechase,Silver,"BENNETT, Charles",Paris
252,1900,Athletics,Athletics,,DEN,Men,400M,Bronze,"SCHULTZ, Ernst",Paris
253,1900,Athletics,Athletics,,USA,Men,400M,Gold,"LONG, Maxwell W.Maxey",Paris
254,1900,Athletics,Athletics,,USA,Men,400M,Silver,"HOLLAND, William",Paris
255,1900,Athletics,Athletics,,CAN,Men,400M Hurdles,Bronze,"ORTON, George",Paris
256,1900,Athletics,Athletics,,USA,Men,400M Hurdles,Gold,"TEWKSBURY, Walter B. John",Paris
257,1900,Athletics,Athletics,,FRA,Men,400M Hurdles,Silver,"TAUZIN, Henri",Paris
258,1900,Athletics,Athletics,,ZZX,Men,5000M Team,Gold,"BENNETT, Charles",Paris
259,1900,Athletics,Athletics,,ZZX,Men,5000M Team,Gold,"RIMMER, John",Paris
260,1900,Athletics,Athletics,,ZZX,Men,5000M Team,Gold,"ROBINSON, Sidney",Paris
