id,Year,Sport,Discipline,,Country,Gender,Event,Medal,Athlete,City
18742,1988,Fencing,Fencing,,FRG,Women,Foil Individual,Gold,"FICHTEL-MAURITZ, Anja",Seoul
18743,1988,Fencing,Fencing,,FRG,Women,Foil Individual,Silver,"BAU, Sabine Christiane",Seoul
18744,1988,Fencing,Fencing,,HUN,Men,Foil Team,Bronze,"BUSA, Istvan",Seoul
18745,1988,Fencing,Fencing,,HUN,Men,Foil Team,Bronze,"ERSEK, Zsolt",Seoul
18746,1988,Fencing,Fencing,,HUN,Men,Foil Team,Bronze,"GATAI, Robert",Seoul
18747,1988,Fencing,Fencing,,HUN,Men,Foil Team,Bronze,"SZEKERES, Pal",Seoul
18748,1988,Fencing,Fencing,,HUN,Men,Foil Team,Bronze,"SZELEI, Istvan",Seoul
18749,1988,Fencing,Fencing,,URS,Men,Foil Team,Gold,"APTIAOURI, Vladimir",Seoul
18750,1988,Fencing,Fencing,,URS,Men,Foil Team,Gold,"IBRAGUIMOV, Anvar",Seoul
18751,1988,Fencing,Fencing,,URS,Men,Foil Team,Gold,"KORETSKI, Boris",Seoul
18752,1988,Fencing,Fencing,,URS,Men,Foil Team,Gold,"MAMEDOV, Ilgar",Seoul
18753,1988,Fencing,Fencing,,URS,Men,Foil Team,Gold,"ROMANKOV, Aleksander",Seoul
18754,1988,Fencing,Fencing,,FRG,Men,Foil Team,Silver,"BEHR, Matthias",Seoul
18755,1988,Fencing,Fencing,,FRG,Men,Foil Team,Silver,"ENDRES, Thomas",Seoul
18756,1988,Fencing,Fencing,,FRG,Men,Foil Team,Silver,"GEY, Matthias",Seoul
18757,1988,Fencing,Fencing,,FRG,Men,Foil Team,Silver,"SCHRECK, Ulrich Rainer",Seoul
18758,1988,Fencing,Fencing,,FRG,Men,Foil Team,Silver,"WEIDNER, Thorsten",Seoul
18759,1988,Fencing,Fencing,,HUN,Women,Foil Team,Bronze,"JANOSI-NEMETH, Zsuzsanna",Seoul
18760,1988,Fencing,Fencing,,HUN,Women,Foil Team,Bronze,"KOVACS, Edit",Seoul
18761,1988,Fencing,Fencing,,HUN,Women,Foil Team,Bronze,"STEFANEK, Gertrud",Seoul
18762,1988,Fencing,Fencing,,HUN,Women,Foil Team,Bronze,"SZOCS, Zsuzsa",Seoul
18763,1988,Fencing,Fencing,,HUN,Women,Foil Team,Bronze,"TUSCHAK, Katalin",Seoul
18764,1988,Fencing,Fencing,,FRG,Women,Foil Team,Gold,"BAU, Sabine Christiane",Seoul
18765,1988,Fencing,Fencing,,FRG,Women,Foil Team,Gold,"FICHTEL-MAURITZ, Anja",Seoul
18766,1988,Fencing,Fencing,,FRG,Women,Foil Team,Gold,"FUNKENHAUSER, Zita-Eva",Seoul
18767,1988,Fencing,Fencing,,FRG,Women,Foil Team,Gold,"KLUG, Anette",Seoul
18768,1988,Fencing,Fencing,,FRG,Women,Foil Team,Gold,"WEBER, Christiane",Seoul
18769,1988,Fencing,Fencing,,ITA,Women,Foil Team,Silver,"BORTOLOZZI BORELLA, Francesca",Seoul
18770,1988,Fencing,Fencing,,ITA,Women,Foil Team,Silver,"GANDOLFI, Annapia",Seoul
18771,1988,Fencing,Fencing,,ITA,Women,Foil Team,Silver,"TRAVERSA, Lucia",Seoul
18772,1988,Fencing,Fencing,,ITA,Women,Foil Team,Silver,"VACCARONI, Dorina",Seoul
18773,1988,Fencing,Fencing,,ITA,Women,Foil Team,Silver,"ZALAFFI, Margherita",Seoul
18774,1988,Fencing,Fencing,,ITA,Men,Sabre Individual,Bronze,"SCALZO, Giovanni",Seoul
18775,1988,Fencing,Fencing,,FRA,Men,Sabre Individual,Gold,"LAMOUR, Jean-Francois",Seoul
18776,1988,Fencing,Fencing,,POL,Men,Sabre Individual,Silver,"OLECH, Janusz",Seoul
18777,1988,Fencing,Fencing,,ITA,Men,Sabre Team,Bronze,"CAVALIERE, Massimo",Seoul
18778,1988,Fencing,Fencing,,ITA,Men,Sabre Team,Bronze,"DALLA BARBA, Gianfranco",Seoul
18779,1988,Fencing,Fencing,,ITA,Men,Sabre Team,Bronze,"MARIN, Marco",Seoul
18780,1988,Fencing,Fencing,,ITA,Men,Sabre Team,Bronze,"MEGLIO, Ferdinando",Seoul
18781,1988,Fencing,Fencing,,ITA,Men,Sabre Team,Bronze,"SCALZO, Giovanni",Seoul
18782,1988,Fencing,Fencing,,HUN,Men,Sabre Team,Gold,"BUJDOSO, Imre",Seoul
18783,1988,Fencing,Fencing,,HUN,Men,Sabre Team,Gold,"CSONGRADI, Laszlo",Seoul
18784,1988,Fencing,Fencing,,HUN,Men,Sabre Team,Gold,"GEDOVARI, Imre",Seoul
18785,1988,Fencing,Fencing,,HUN,Men,Sabre Team,Gold,"NEBALD, György",Seoul
18786,1988,Fencing,Fencing,,HUN,Men,Sabre Team,Gold,"SZABO, Bence",Seoul
18787,1988,Fencing,Fencing,,URS,Men,Sabre Team,Silver,"ALSHAN, Andrei",Seoul
18788,1988,Fencing,Fencing,,URS,Men,Sabre Team,Silver,"BURTSEV, Mikhail",Seoul
18789,1988,Fencing,Fencing,,URS,Men,Sabre Team,Silver,"KORYAKIN, Sergei",Seoul
18790,1988,Fencing,Fencing,,URS,Men,Sabre Team,Silver,"MINDIRGASOV, Sergei",Seoul
18791,1988,Fencing,Fencing,,URS,Men,Sabre Team,Silver,"POGOSSOV, Gueorgui",Seoul
18792,1988,Football,Football,,FRG,Men,Football,Bronze,"BOMMER, Rudolf",Seoul
18793,1988,Football,Football,,FRG,Men,Football,Bronze,"FACH, Holger",Seoul
18794,1988,Football,Football,,FRG,Men,Football,Bronze,"FUNKEL, Wolfgang",Seoul
18795,1988,Football,Football,,FRG,Men,Football,Bronze,"GOERTZ, Armin",Seoul
18796,1988,Football,Football,,FRG,Men,Football,Bronze,"GRAHAMMER, Roland",Seoul
18797,1988,Football,Football,,FRG,Men,Football,Bronze,"HASSLER, Thomas",Seoul
18798,1988,Football,Football,,FRG,Men,Football,Bronze,"HORSTER, Thomas",Seoul
18799,1988,Football,Football,,FRG,Men,Football,Bronze,"JANSSEN, Olaf",Seoul
18800,1988,Football,Football,,FRG,Men,Football,Bronze,"KAMPS, Uwe",Seoul
18801,1988,Football,Football,,FRG,Men,Football,Bronze,"KLEPPINGER, Gerhard",Seoul
18802,1988,Football,Football,,FRG,Men,Football,Bronze,"KLINSMANN, Jurgen",Seoul
18803,1988,Football,Football,,FRG,Men,Football,Bronze,"MILL, Frank",Seoul
18804,1988,Football,Football,,FRG,Men,Football,Bronze,"RECK, Oliver",Seoul
18805,1988,Football,Football,,FRG,Men,Football,Bronze,"RIEDLE, Karlheinz",Seoul
18806,1988,Football,Football,,FRG,Men,Football,Bronze,"SAUER, Gunnar",Seoul
18807,1988,Football,Football,,FRG,Men,Football,Bronze,"SCHREIER, Christian",Seoul
18808,1988,Football,Football,,FRG,Men,Football,Bronze,"SCHULZ, Michael",Seoul
18809,1988,Football,Football,,FRG,Men,Football,Bronze,"SIEVERS, Ralf",Seoul
18810,1988,Football,Football,,FRG,Men,Football,Bronze,"WALTER, Fritz",Seoul
18811,1988,Football,Football,,FRG,Men,Football,Bronze,"WUTTKE, Wolfram",Seoul
18812,1988,Football,Football,,URS,Men,Football,Gold,"BORODYUK, Aleksandr",Seoul
18813,1988,Football,Football,,URS,Men,Football,Gold,"CHEREDNIK, Aleksei",Seoul
18814,1988,Football,Football,,URS,Men,Football,Gold,"DOBROVOLSKI, Igor",Seoul
18815,1988,Football,Football,,URS,Men,Football,Gold,"FOKIN, Sergei",Seoul
18816,1988,Football,Football,,URS,Men,Football,Gold,"GORLUKOVICH, Sergei",Seoul
18817,1988,Football,Football,,URS,Men,Football,Gold,"KETASHVILI, Gela",Seoul
18818,1988,Football,Football,,URS,Men,Football,Gold,"KHARIN, Dmitri",Seoul
18819,1988,Football,Football,,URS,Men,Football,Gold,"KUZNETSOV, Yevgeni",Seoul
18820,1988,Football,Football,,URS,Men,Football,Gold,"LOSEV, Viktor",Seoul
18821,1988,Football,Football,,URS,Men,Football,Gold,"LYUTYI, Vladimir",Seoul
18822,1988,Football,Football,,URS,Men,Football,Gold,"MIKHAILICHENKO, Aleksei",Seoul
18823,1988,Football,Football,,URS,Men,Football,Gold,"NARBEKOVAS, Arminas",Seoul
18824,1988,Football,Football,,URS,Men,Football,Gold,"PONOMAREV, Igor",Seoul
18825,1988,Football,Football,,URS,Men,Football,Gold,"PRUDNIKOV, Aleksei",Seoul
18826,1988,Football,Football,,URS,Men,Football,Gold,"SAVICHEV, Yuri",Seoul
18827,1988,Football,Football,,URS,Men,Football,Gold,"SKLYAROV, Igor",Seoul
18828,1988,Football,Football,,URS,Men,Football,Gold,"TATARCHUK, Vladimir",Seoul
18829,1988,Football,Football,,URS,Men,Football,Gold,"TISHCHENKO, Vadim",Seoul
18830,1988,Football,Football,,URS,Men,Football,Gold,"YANONIS, Arvidas",Seoul
18831,1988,Football,Football,,URS,Men,Football,Gold,"YAROVENKO, Yevgeni",Seoul
18832,1988,Football,Football,,BRA,Men,Football,Silver,"ALVES, Aloisio",Seoul
18833,1988,Football,Football,,BRA,Men,Football,Silver,"ANDRADE DA SILVA, Jorge Luiz",Seoul
18834,1988,Football,Football,,BRA,Men,Football,Silver,"ARAUJO, Jose",Seoul
18835,1988,Football,Football,,BRA,Men,Football,Silver,"BEBETO, Jose Roberto",Seoul
18836,1988,Football,Football,,BRA,Men,Football,Silver,"BERNARDES DOS SANTOS, Edmar",Seoul
18837,1988,Football,Football,,BRA,Men,Football,Silver,"CANDIDO, Valdo",Seoul
18838,1988,Football,Football,,BRA,Men,Football,Silver,"CRUZ, Andre",Seoul
18839,1988,Football,Football,,BRA,Men,Football,Silver,"DE AMORIM CAMPOS, Jorge",Seoul
18840,1988,Football,Football,,BRA,Men,Football,Silver,"DE SOUZA FARIA, Romario",Seoul
18841,1988,Football,Football,,BRA,Men,Football,Silver,"DE SOUZA FILHO, Milton",Seoul
18842,1988,Football,Football,,BRA,Men,Football,Silver,"DE SOUZA, Hamilton",Seoul
18843,1988,Football,Football,,BRA,Men,Football,Silver,"DONIZETE LUIZ, Sergio",Seoul
18844,1988,Football,Football,,BRA,Men,Football,Silver,"FERREIRA, Jose",Seoul
18845,1988,Football,Football,,BRA,Men,Football,Silver,"KERCHNER, Nelson",Seoul
18846,1988,Football,Football,,BRA,Men,Football,Silver,"MERGEN TAFFAREL, Claudio Andre",Seoul
18847,1988,Football,Football,,BRA,Men,Football,Silver,"NASCIMENTO, Iomar",Seoul
18848,1988,Football,Football,,BRA,Men,Football,Silver,"RAIMUNDO, Ricardo",Seoul
18849,1988,Football,Football,,BRA,Men,Football,Silver,"ROQUE KAEFER, Ademir",Seoul
18850,1988,Football,Football,,BRA,Men,Football,Silver,"SANTOS BATISTA, Joao",Seoul
18851,1988,Football,Football,,BRA,Men,Football,Silver,"SILVA, Geovani",Seoul
18852,1988,Football,Football,,BRA,Men,Football,Silver,"WINCK, Luiz Carlos",Seoul
18853,1988,Gymnastics,Artistic G.,,USA,Women,Balance Beam,Bronze,"MILLS, Phoebe Lan",Seoul
18854,1988,Gymnastics,Artistic G.,,ROU,Women,Balance Beam,Bronze,"POTORAC, Gabriela",Seoul
18855,1988,Gymnastics,Artistic G.,,ROU,Women,Balance Beam,Gold,"SILIVAS, Daniela",Seoul
18856,1988,Gymnastics,Artistic G.,,URS,Women,Balance Beam,Silver,"SHUSHUNOVA, Elena",Seoul
18857,1988,Gymnastics,Artistic G.,,JPN,Men,Floor Exercises,Bronze,"IKETANI, Yukio",Seoul
18858,1988,Gymnastics,Artistic G.,,CHN,Men,Floor Exercises,Bronze,"LOU, Yun",Seoul
18859,1988,Gymnastics,Artistic G.,,URS,Men,Floor Exercises,Gold,"KHARIKOV, Serguei",Seoul
18860,1988,Gymnastics,Artistic G.,,URS,Men,Floor Exercises,Silver,"ARTEMOV, Vladimir",Seoul
18861,1988,Gymnastics,Artistic G.,,BUL,Women,Floor Exercises,Bronze,"DOUDEVA, Diana",Seoul
18862,1988,Gymnastics,Artistic G.,,ROU,Women,Floor Exercises,Gold,"SILIVAS, Daniela",Seoul
18863,1988,Gymnastics,Artistic G.,,URS,Women,Floor Exercises,Silver,"BOGINSKAYA, Svetlana",Seoul
18864,1988,Gymnastics,Artistic G.,,GDR,Men,Horizontal Bar,Bronze,"BEHRENDT, Holger",Seoul
18865,1988,Gymnastics,Artistic G.,,ROU,Men,Horizontal Bar,Bronze,"GHERMAN, Marius Costel",Seoul
18866,1988,Gymnastics,Artistic G.,,URS,Men,Horizontal Bar,Gold,"ARTEMOV, Vladimir",Seoul
18867,1988,Gymnastics,Artistic G.,,URS,Men,Horizontal Bar,Gold,"LIOUKINE, Valeri",Seoul
18868,1988,Gymnastics,Artistic G.,,URS,Men,Individual All-Round,Bronze,"BILOZERCHEV, Dmitri",Seoul
18869,1988,Gymnastics,Artistic G.,,URS,Men,Individual All-Round,Gold,"ARTEMOV, Vladimir",Seoul
18870,1988,Gymnastics,Artistic G.,,URS,Men,Individual All-Round,Silver,"LIOUKINE, Valeri",Seoul
18871,1988,Gymnastics,Artistic G.,,URS,Women,Individual All-Round,Bronze,"BOGINSKAYA, Svetlana",Seoul
18872,1988,Gymnastics,Artistic G.,,URS,Women,Individual All-Round,Gold,"SHUSHUNOVA, Elena",Seoul
18873,1988,Gymnastics,Artistic G.,,ROU,Women,Individual All-Round,Silver,"SILIVAS, Daniela",Seoul
18874,1988,Gymnastics,Artistic G.,,GDR,Men,Parallel Bars,Bronze,"TIPPELT, Sven",Seoul
18875,1988,Gymnastics,Artistic G.,,URS,Men,Parallel Bars,Gold,"ARTEMOV, Vladimir",Seoul
18876,1988,Gymnastics,Artistic G.,,URS,Men,Parallel Bars,Silver,"LIOUKINE, Valeri",Seoul
18877,1988,Gymnastics,Artistic G.,,URS,Men,Pommel Horse,Gold,"BILOZERCHEV, Dmitri",Seoul
18878,1988,Gymnastics,Artistic G.,,HUN,Men,Pommel Horse,Gold,"BORKAI, Zsolt",Seoul
18879,1988,Gymnastics,Artistic G.,,BUL,Men,Pommel Horse,Gold,"GERASKOV, Lubomir",Seoul
18880,1988,Gymnastics,Artistic G.,,GDR,Men,Rings,Bronze,"TIPPELT, Sven",Seoul
18881,1988,Gymnastics,Artistic G.,,GDR,Men,Rings,Gold,"BEHRENDT, Holger",Seoul
18882,1988,Gymnastics,Artistic G.,,URS,Men,Rings,Gold,"BILOZERCHEV, Dmitri",Seoul
18883,1988,Gymnastics,Artistic G.,,JPN,Men,Team Competition,Bronze,"IKETANI, Yukio",Seoul
18884,1988,Gymnastics,Artistic G.,,JPN,Men,Team Competition,Bronze,"KONISHI, Hiriyuki",Seoul
18885,1988,Gymnastics,Artistic G.,,JPN,Men,Team Competition,Bronze,"MIZUSHIMA, Koichi",Seoul
18886,1988,Gymnastics,Artistic G.,,JPN,Men,Team Competition,Bronze,"NISHIKAWA, Daisuke",Seoul
18887,1988,Gymnastics,Artistic G.,,JPN,Men,Team Competition,Bronze,"SATO, Toshiharu",Seoul
18888,1988,Gymnastics,Artistic G.,,JPN,Men,Team Competition,Bronze,"YAMADA, Takahiro",Seoul
18889,1988,Gymnastics,Artistic G.,,URS,Men,Team Competition,Gold,"ARTEMOV, Vladimir",Seoul
18890,1988,Gymnastics,Artistic G.,,URS,Men,Team Competition,Gold,"BILOZERCHEV, Dmitri",Seoul
18891,1988,Gymnastics,Artistic G.,,URS,Men,Team Competition,Gold,"GOGOLADZE, Vladimir",Seoul
18892,1988,Gymnastics,Artistic G.,,URS,Men,Team Competition,Gold,"KHARIKOV, Serguei",Seoul
18893,1988,Gymnastics,Artistic G.,,URS,Men,Team Competition,Gold,"LIOUKINE, Valeri",Seoul
18894,1988,Gymnastics,Artistic G.,,URS,Men,Team Competition,Gold,"NOVIKOV, Vladimir",Seoul
18895,1988,Gymnastics,Artistic G.,,GDR,Men,Team Competition,Silver,"BEHRENDT, Holger",Seoul
18896,1988,Gymnastics,Artistic G.,,GDR,Men,Team Competition,Silver,"BÜCHNER, Ralf",Seoul
18897,1988,Gymnastics,Artistic G.,,GDR,Men,Team Competition,Silver,"HOFFMANN, Ulf",Seoul
18898,1988,Gymnastics,Artistic G.,,GDR,Men,Team Competition,Silver,"KROLL, Sylvio",Seoul
18899,1988,Gymnastics,Artistic G.,,GDR,Men,Team Competition,Silver,"TIPPELT, Sven",Seoul
18900,1988,Gymnastics,Artistic G.,,GDR,Men,Team Competition,Silver,"WECKER, Andreas",Seoul
18901,1988,Gymnastics,Artistic G.,,GDR,Women,Team Competition,Bronze,"FÄHNRICH, Gabriele",Seoul
18902,1988,Gymnastics,Artistic G.,,GDR,Women,Team Competition,Bronze,"JENTSCH, Martina",Seoul
18903,1988,Gymnastics,Artistic G.,,GDR,Women,Team Competition,Bronze,"KERSTEN, Dagmar",Seoul
18904,1988,Gymnastics,Artistic G.,,GDR,Women,Team Competition,Bronze,"KLOTZ, Ulrike",Seoul
18905,1988,Gymnastics,Artistic G.,,GDR,Women,Team Competition,Bronze,"SCHIEFERDECKER, Bettina",Seoul
18906,1988,Gymnastics,Artistic G.,,GDR,Women,Team Competition,Bronze,"THÜMMLER, Dörte",Seoul
18907,1988,Gymnastics,Artistic G.,,URS,Women,Team Competition,Gold,"BAITOVA, Svetlana",Seoul
18908,1988,Gymnastics,Artistic G.,,URS,Women,Team Competition,Gold,"BOGINSKAYA, Svetlana",Seoul
18909,1988,Gymnastics,Artistic G.,,URS,Women,Team Competition,Gold,"LACHTCHENOVA, Natalia",Seoul
18910,1988,Gymnastics,Artistic G.,,URS,Women,Team Competition,Gold,"SHEVCHENKO, Elena",Seoul
18911,1988,Gymnastics,Artistic G.,,URS,Women,Team Competition,Gold,"SHUSHUNOVA, Elena",Seoul
18912,1988,Gymnastics,Artistic G.,,URS,Women,Team Competition,Gold,"STRAZHEVA, Olga",Seoul
18913,1988,Gymnastics,Artistic G.,,ROU,Women,Team Competition,Silver,"DOBRE, Aurelia",Seoul
18914,1988,Gymnastics,Artistic G.,,ROU,Women,Team Competition,Silver,"GOLEA, Eugenia",Seoul
18915,1988,Gymnastics,Artistic G.,,ROU,Women,Team Competition,Silver,"POPA, Celestina",Seoul
18916,1988,Gymnastics,Artistic G.,,ROU,Women,Team Competition,Silver,"POTORAC, Gabriela",Seoul
18917,1988,Gymnastics,Artistic G.,,ROU,Women,Team Competition,Silver,"SILIVAS, Daniela",Seoul
18918,1988,Gymnastics,Artistic G.,,ROU,Women,Team Competition,Silver,"VOINEA, Camelia",Seoul
18919,1988,Gymnastics,Artistic G.,,URS,Women,Uneven Bars,Bronze,"SHUSHUNOVA, Elena",Seoul
18920,1988,Gymnastics,Artistic G.,,ROU,Women,Uneven Bars,Gold,"SILIVAS, Daniela",Seoul
18921,1988,Gymnastics,Artistic G.,,GDR,Women,Uneven Bars,Silver,"KERSTEN, Dagmar",Seoul
18922,1988,Gymnastics,Artistic G.,,KOR,Men,Vault,Bronze,"PARK, Jong-Hoon",Seoul
18923,1988,Gymnastics,Artistic G.,,CHN,Men,Vault,Gold,"LOU, Yun",Seoul
18924,1988,Gymnastics,Artistic G.,,GDR,Men,Vault,Silver,"KROLL, Sylvio",Seoul
18925,1988,Gymnastics,Artistic G.,,ROU,Women,Vault,Bronze,"SILIVAS, Daniela",Seoul
18926,1988,Gymnastics,Artistic G.,,URS,Women,Vault,Gold,"BOGINSKAYA, Svetlana",Seoul
18927,1988,Gymnastics,Artistic G.,,ROU,Women,Vault,Silver,"POTORAC, Gabriela",Seoul
18928,1988,Gymnastics,Rhythmic G.,,URS,Women,Individual All-Round,Bronze,"TIMOSHENKO, Alexandra",Seoul
18929,1988,Gymnastics,Rhythmic G.,,URS,Women,Individual All-Round,Gold,"LOBATCH, Marina",Seoul
18930,1988,Gymnastics,Rhythmic G.,,BUL,Women,Individual All-Round,Silver,"DUNAVSKA, Adriana",Seoul
18931,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"BASIC, Mirko",Seoul
18932,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"HOLPERT, Jozef",Seoul
18933,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"JARAK, Boris",Seoul
18934,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"KUZMANOVSKI, Slobodan",Seoul
18935,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"MEMIC, Muhamed",Seoul
18936,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"NACINOVIC, Alvaro",Seoul
18937,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"PERKOVAC, Goran",Seoul
18938,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"PORTNER, Zlatko",Seoul
18939,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"PUC, Iztok",Seoul
18940,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"PUSNIK, Rolando",Seoul
18941,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"RNIC, Momir",Seoul
18942,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"SARACEVIC, Zlatko",Seoul
18943,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"SMAJLAGIC, Irfan",Seoul
18944,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"VELIC, Ermin",Seoul
18945,1988,Handball,Handball,,YUG,Men,Handball,Bronze,"VUJOVIC, Veselin",Seoul
18946,1988,Handball,Handball,,URS,Men,Handball,Gold,"ATAVIN, Vyacheslav",Seoul
18947,1988,Handball,Handball,,URS,Men,Handball,Gold,"CHUMAK, Igor",Seoul
18948,1988,Handball,Handball,,URS,Men,Handball,Gold,"CHUMENTSEV, Andrei",Seoul
18949,1988,Handball,Handball,,URS,Men,Handball,Gold,"GOPIN, Valeri",Seoul
18950,1988,Handball,Handball,,URS,Men,Handball,Gold,"KARSHAKEVICH, Aleksandr",Seoul
18951,1988,Handball,Handball,,URS,Men,Handball,Gold,"LAVROV, Andrey",Seoul
18952,1988,Handball,Handball,,URS,Men,Handball,Gold,"NESTEROV, Yuri",Seoul
18953,1988,Handball,Handball,,URS,Men,Handball,Gold,"NOVITSKI, Valdemar",Seoul
18954,1988,Handball,Handball,,URS,Men,Handball,Gold,"RYMANOV, Aleksandr",Seoul
18955,1988,Handball,Handball,,URS,Men,Handball,Gold,"SHAROVAROV, Konstantin",Seoul
18956,1988,Handball,Handball,,URS,Men,Handball,Gold,"SHEVTSOV, Yuri",Seoul
18957,1988,Handball,Handball,,URS,Men,Handball,Gold,"SVIRIDENKO, Georgi",Seoul
18958,1988,Handball,Handball,,URS,Men,Handball,Gold,"TUCHKIN, Alexandre",Seoul
18959,1988,Handball,Handball,,URS,Men,Handball,Gold,"VASILIEV, Mikhail",Seoul
18960,1988,Handball,Handball,,KOR,Men,Handball,Silver,"CHOI, Suk-Jae",Seoul
18961,1988,Handball,Handball,,KOR,Men,Handball,Silver,"KANG, Jae-Won",Seoul
18962,1988,Handball,Handball,,KOR,Men,Handball,Silver,"KIM, Jae-Hwan",Seoul
18963,1988,Handball,Handball,,KOR,Men,Handball,Silver,"KOH, Suk-Chang",Seoul
18964,1988,Handball,Handball,,KOR,Men,Handball,Silver,"LEE, Sang-Hyo",Seoul
18965,1988,Handball,Handball,,KOR,Men,Handball,Silver,"LIM, Jin-Suk",Seoul
18966,1988,Handball,Handball,,KOR,Men,Handball,Silver,"OH, Young-Ki",Seoul
18967,1988,Handball,Handball,,KOR,Men,Handball,Silver,"PARK, Do-Hun",Seoul
18968,1988,Handball,Handball,,KOR,Men,Handball,Silver,"PARK, Young-Dae",Seoul
18969,1988,Handball,Handball,,KOR,Men,Handball,Silver,"ROH, Hyun-Suk",Seoul
18970,1988,Handball,Handball,,KOR,Men,Handball,Silver,"SHIM, Jae-Hong",Seoul
18971,1988,Handball,Handball,,KOR,Men,Handball,Silver,"SHIN, Yung-Suk",Seoul
18972,1988,Handball,Handball,,KOR,Men,Handball,Silver,"YOON, Tae-Il",Seoul
18973,1988,Handball,Handball,,URS,Women,Handball,Bronze,"ANISIMOVA, Natalya",Seoul
18974,1988,Handball,Handball,,URS,Women,Handball,Bronze,"BAZANOVA, Marina",Seoul
18975,1988,Handball,Handball,,URS,Women,Handball,Bronze,"DIANDIGAVA, Tatyana",Seoul
18976,1988,Handball,Handball,,URS,Women,Handball,Bronze,"GORB, Tatyana",Seoul
18977,1988,Handball,Handball,,URS,Women,Handball,Bronze,"GUSEVA, Elina",Seoul
18978,1988,Handball,Handball,,URS,Women,Handball,Bronze,"KARLOVA, Larisa",Seoul
18979,1988,Handball,Handball,,URS,Women,Handball,Bronze,"LAPITSKAYA, Natalya",Seoul
18980,1988,Handball,Handball,,URS,Women,Handball,Bronze,"MANKOVA, Svetlana",Seoul
18981,1988,Handball,Handball,,URS,Women,Handball,Bronze,"MITRYUK, Natalya",Seoul
18982,1988,Handball,Handball,,URS,Women,Handball,Bronze,"MORSKOVA, Natalia",Seoul
18983,1988,Handball,Handball,,URS,Women,Handball,Bronze,"NEMASHKALO, Elena",Seoul
18984,1988,Handball,Handball,,URS,Women,Handball,Bronze,"RUSNACHENKO, Natalya",Seoul
18985,1988,Handball,Handball,,URS,Women,Handball,Bronze,"SEMENOVA, Olga",Seoul
18986,1988,Handball,Handball,,URS,Women,Handball,Bronze,"TOVSTOGAN, Yevgeniya",Seoul
18987,1988,Handball,Handball,,URS,Women,Handball,Bronze,"TURCHINA, Zinaida",Seoul
18988,1988,Handball,Handball,,KOR,Women,Handball,Gold,"HAN, Hyun-Sook",Seoul
18989,1988,Handball,Handball,,KOR,Women,Handball,Gold,"KIM, Choon-Rye",Seoul
18990,1988,Handball,Handball,,KOR,Women,Handball,Gold,"KIM, Hyun-Mee",Seoul
18991,1988,Handball,Handball,,KOR,Women,Handball,Gold,"KIM, Kyung-Soon",Seoul
18992,1988,Handball,Handball,,KOR,Women,Handball,Gold,"KIM, Mi-Sook",Seoul
18993,1988,Handball,Handball,,KOR,Women,Handball,Gold,"KIM, Myung-Soon",Seoul
18994,1988,Handball,Handball,,KOR,Women,Handball,Gold,"LEE, Ki-Soon",Seoul
18995,1988,Handball,Handball,,KOR,Women,Handball,Gold,"LIM, Mi-Kyung",Seoul
18996,1988,Handball,Handball,,KOR,Women,Handball,Gold,"SON, Mi-Ha",Seoul
18997,1988,Handball,Handball,,KOR,Women,Handball,Gold,"SONG, Ji-Hyun",Seoul
18998,1988,Handball,Handball,,KOR,Women,Handball,Gold,"SUK, Min-Hee",Seoul
18999,1988,Handball,Handball,,KOR,Women,Handball,Gold,"SUNG, Kyung-Hwa",Seoul
19000,1988,Handball,Handball,,NOR,Women,Handball,Silver,"ANDERSEN, Kjerstin",Seoul
19001,1988,Handball,Handball,,NOR,Women,Handball,Silver,"DIGRE, Berit",Seoul
19002,1988,Handball,Handball,,NOR,Women,Handball,Silver,"ELIASSON, Marthe",Seoul
19003,1988,Handball,Handball,,NOR,Women,Handball,Silver,"GOKSOR, Susann",Seoul
19004,1988,Handball,Handball,,NOR,Women,Handball,Silver,"HALTVIK, Trine",Seoul
19005,1988,Handball,Handball,,NOR,Women,Handball,Silver,"HEGH, Hanne",Seoul
19006,1988,Handball,Handball,,NOR,Women,Handball,Silver,"HOGNESS, Hanne",Seoul
19007,1988,Handball,Handball,,NOR,Women,Handball,Silver,"JOHNSEN, Vibeke",Seoul
19008,1988,Handball,Handball,,NOR,Women,Handball,Silver,"MIDTHUN, Kristin",Seoul
19009,1988,Handball,Handball,,NOR,Women,Handball,Silver,"PETTERSEN, Karin",Seoul
19010,1988,Handball,Handball,,NOR,Women,Handball,Silver,"SINGSTAD, Karin",Seoul
19011,1988,Handball,Handball,,NOR,Women,Handball,Silver,"SKOTVOLL, Annette",Seoul
